YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking(%);PropertyGFABuilding(s)(%);LargestPropertyUseType(%);SecondLargestPropertyUseType(%);ThirdLargestPropertyUseType(%);SiteEnergyUse(kBtu);SiteEnergyUse_log;TotalGHGEmissions_log;SteamUse(%);Electricity(%);NaturalGas(%);ENERGYSTARScore;TotalGHGEmissions;Education;Food Sales;Healthcare;Industrial;Office;Parking;Recreation;Religious;Residential;Retail;Sans;Services;Warehouse;Public_Services
1927;1.0;12;88434;0.0;100.0;100.0;0.0;0.0;7226362.5;15.793246493880627;5.525373254682162;27.7301616131214;54.6059929874816;17.66383848028659;60.0;249.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
1996;1.0;11;103566;14.545314099221752;85.45468590077824;80.99183129598518;14.545314099221752;4.462854604793079;8387933.0;15.942304802589588;5.6932606471966185;0.0;38.66090728192512;61.33909271807488;61.0;295.86;0.0;4.462854604793079;0.0;0.0;0.0;14.545314099221752;0.0;0.0;80.99183129598518;0.0;0;0.0;0.0;0.0
1969;1.0;41;956110;20.574829256047945;79.42517074395205;79.1219629540534;0.0;0.0;72587024.0;18.100296744814614;7.6450533072773705;29.711307629859572;68.23074052464253;2.0579435795576906;43.0;2089.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.1219629540534;0.0;0;0.0;0.0;0.0
1926;1.0;10;61320;0.0;100.0;100.0;0.0;0.0;6794584.0;15.731636529382916;5.660979352330892;32.59134407639968;40.75192830054055;26.65671658485641;56.0;286.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
1980;1.0;18;175580;35.311538899646884;64.68846110035311;70.30698257204693;38.73391046816266;0.0;14172606.0;16.466821574984518;6.226556431938032;0.0;37.88016826263286;62.11982468150177;75.0;505.01;0.0;0.0;0.0;0.0;0.0;38.73391046816266;0.0;0.0;70.30698257204693;0.0;0;0.0;0.0;0.0
1926;1.0;11;83008;0.0;100.0;98.00501156515034;0.0;0.0;5758795.0;15.566238983044945;5.176940380381437;0.0;48.81602835315374;51.18397164684626;27.0;176.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.00501156515034;0.0;0;0.0;0.0;0.0
1904;1.0;15;163984;0.0;100.0;100.0;0.0;0.0;13723820.0;16.434643640030767;5.974216653698429;0.0;53.17702359838587;46.822969115013166;43.0;392.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
1969;1.0;11;153163;12.587243655452035;87.41275634454797;87.41275634454797;0.0;0.0;16016644.0;16.589139051954007;6.539961607594982;32.698269999632885;38.6324813113159;28.669239323793423;30.0;691.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;87.41275634454797;0.0;0;0.0;0.0;0.0
1998;1.0;25;333176;18.356964487237974;81.64303551276203;101.03969073402645;0.0;0.0;26941110.0;17.109163967888286;6.609308811083168;22.26842360986611;67.12065315794338;10.610921376290731;36.0;740.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;101.03969073402645;0.0;0;0.0;0.0;0.0
1928;1.0;9;65009;0.0;100.0;100.0;0.0;0.0;6596057.5;15.701982831633819;5.796756594662978;25.11125016724005;20.36064725027033;54.52810258248961;48.0;328.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
1980;1.0;33;315952;18.230617308958323;81.76938269104168;93.53034638172886;18.230617308958323;0.0;22325364.0;16.921234033977285;6.476387576550862;19.429642894064347;62.27975946999117;18.290586437918773;58.0;648.62;0.0;0.0;0.0;0.0;0.0;18.230617308958323;0.0;0.0;93.53034638172886;0.0;0;0.0;0.0;0.0
1922;1.0;11;92190;27.33485193621868;72.66514806378133;73.09903460245147;27.33485193621868;0.0;10750010.0;16.190417335793235;6.239086053829017;45.310167153332884;35.64991102333858;19.039917172170075;35.0;511.39;0.0;0.0;0.0;0.0;0.0;27.33485193621868;0.0;0.0;73.09903460245147;0.0;0;0.0;0.0;0.0
1983;1.0;28;416281;20.418899733593417;79.5811002664066;83.67641088591601;20.418899733593417;0.0;33556756.0;17.328748801997715;6.6894624438984165;0.0;63.251873929649214;36.74811415024742;31.0;802.89;0.0;0.0;0.0;0.0;0.0;20.418899733593417;0.0;0.0;83.67641088591601;0.0;0;0.0;0.0;0.0
1916;1.0;10;104352;0.0;100.0;100.0;0.0;0.0;10154608.0;16.13343824905496;5.858847022493143;33.78625743110911;58.18412685157319;8.029615717317695;39.0;349.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
1916;1.0;10;540360;0.0;100.0;99.40595158783033;0.0;0.0;44984468.0;17.621827854829043;7.143846644402559;0.0;54.147206987087195;45.852784120954816;76.0;1265.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;99.40595158783033
2001;1.0;6;88592;34.52456203720426;65.47543796279574;65.47543796279574;34.52456203720426;0.0;3663534.5;15.113939222722186;4.510969390589264;0.0;61.85914176596399;38.14084458601386;84.0;90.01;0.0;0.0;0.0;0.0;0.0;34.52456203720426;0.0;0.0;65.47543796279574;0.0;0;0.0;0.0;0.0
2001;1.0;10;171866;22.27374815263054;77.72625184736947;75.00552756217053;0.0;0.0;11061916.0;16.219018866344626;5.797970813310776;0.0;50.720923933973104;49.2790760660269;57.0;328.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.00552756217053;0.0;0;0.0;0.0;0.0
1978;1.0;5;68410;23.68074842859231;76.31925157140769;70.15640988159626;0.0;0.0;4456714.5;15.309922617717225;4.863217453310182;0.0;52.64750524180985;47.35248353916321;57.0;128.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.15640988159626;0.0;0;0.0;0.0;0.0
1994;1.0;4;81871;0.0;100.0;100.0;0.0;0.0;6668568.5;15.71291592712419;5.375278407684165;0.0;45.233081132779844;54.76691136935911;29.0;215.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
1961;1.0;2;94900;0.0;100.0;58.57323498419389;41.42676501580611;0.0;6186461.5;15.637873995032086;4.8794630213208565;0.0;69.37059254308784;30.629399374747585;57.0;130.56;0.0;0.0;0.0;0.0;58.57323498419389;0.0;0.0;0.0;0.0;0.0;0;0.0;41.42676501580611;0.0
1900;1.0;2;52554;0.0;100.0;97.09822278037828;14.935114358564524;0.0;2951331.25;14.897767236540313;4.441002839774179;0.0;53.526658520625226;46.47333300862111;83.0;83.86;14.935114358564524;0.0;0.0;0.0;97.09822278037828;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1954;1.0;3;175015;0.0;100.0;100.0;0.0;0.0;6994740.5;15.760669210431033;5.516850305304563;0.0;38.31077078556381;61.689222066208174;95.0;247.85;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1969;1.0;24;332210;61.99993979711628;38.000060202883716;104.94265675325849;0.0;0.0;16163194.0;16.598247301911137;5.691473698188603;0.0;75.50739043285628;24.49260338024774;67.0;295.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;104.94265675325849;0.0;0;0.0;0.0;0.0
1973;1.0;5;168115;0.0;100.0;61.482913481842786;39.06611545668144;0.2932516432204146;9536161.0;16.070601656398004;4.211831257677767;0.0;99.99998951359986;0.0;78.0;66.48;0.0;0.0;0.0;0.0;61.482913481842786;0.0;0.0;0.0;0.0;39.06611545668144;0;0.0;0.2932516432204146;0.0
1910;1.0;8;59400;0.0;100.0;58.833333333333336;8.405723905723905;0.0;5071974.0;15.439240846064969;3.5934692693092782;0.0;99.9999802838106;0.0;14.0;35.36;0.0;0.0;0.0;0.0;58.833333333333336;0.0;0.0;0.0;0.0;8.405723905723905;0;0.0;0.0;0.0
1930;1.0;20;98634;10.182087312691364;89.81791268730863;84.74866678832856;10.182087312691364;5.069245898980068;4841347.5;15.392703855589147;4.0975062255596795;0.0;88.61291200435416;11.387077667942656;71.0;59.19;0.0;5.069245898980068;0.0;0.0;0.0;10.182087312691364;0.0;0.0;84.74866678832856;0.0;0;0.0;0.0;0.0
1982;1.0;34;994212;14.754800786954894;85.24519921304511;100.0;11.835302732214055;0.0;80469216.0;18.20338527174069;7.804895810683244;14.41381757714652;56.59994127443717;28.98622996401506;63.0;2451.58;0.0;0.0;0.0;0.0;0.0;11.835302732214055;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
1985;1.0;7;71150;0.0;100.0;58.102600140548134;19.297259311314125;13.498243148278286;5348309.0;15.492291181118645;4.908085639080461;0.0;60.6528156843593;39.347165618142114;98.0;134.38;0.0;0.0;0.0;0.0;0.0;19.297259311314125;0.0;0.0;58.102600140548134;13.498243148278286;0;0.0;0.0;0.0
1908;1.0;7;122810;0.0;100.0;71.94853839263904;21.53733409331488;6.514127514046088;5401277.5;15.502146242770712;5.430134791168223;0.0;23.949167581187968;76.05082316174276;99.0;227.18;0.0;0.0;0.0;0.0;0.0;0.0;21.53733409331488;0.0;71.94853839263904;6.514127514046088;0;0.0;0.0;0.0
1959;1.0;5;113173;37.59377236620042;62.40622763379958;62.40622763379958;37.59377236620042;0.0;5284343.5;15.480259139319724;4.982167230116731;0.0;55.72461366298387;44.27537687510284;86.0;144.79;0.0;0.0;0.0;0.0;0.0;37.59377236620042;0.0;0.0;62.40622763379958;0.0;0;0.0;0.0;0.0
2000;1.0;7;150453;23.086944095498264;76.91305590450173;71.48212398556359;1.9939781858786465;0.0;6715187.0;15.719882384569159;5.30305612089521;0.0;50.573558115358516;49.426441884641484;84.0;199.95;0.0;1.9939781858786465;0.0;0.0;0.0;0.0;0.0;0.0;71.48212398556359;0.0;0;0.0;0.0;0.0
1997;1.0;6;116300;24.247635425623386;75.75236457437661;76.08770421324161;24.333619948409286;0.0;5827595.5;15.578115209171504;5.096139981042732;0.0;54.713080206064404;45.28691121406762;80.0;162.39;0.0;0.0;0.0;0.0;0.0;24.333619948409286;0.0;0.0;76.08770421324161;0.0;0;0.0;0.0;0.0
1998;1.0;6;155602;23.614092363851363;76.38590763614863;100.0;0.0;0.0;6836900.0;15.737845116755992;5.035392945221982;0.0;66.68134680922641;33.31863856426158;81.0;152.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
1911;1.0;3;56072;0.0;100.0;100.0;0.0;0.0;3234787.75;14.989474182393874;4.9927428412546675;0.0;17.060377454440403;82.93959936011258;76.0;146.34;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1999;1.0;4;122942;36.51396593515642;63.48603406484359;63.48603406484359;36.51396593515642;0.0;5337334.0;15.490237022692243;5.151208501509824;0.0;45.4108736683895;54.5891263316105;94.0;171.64;0.0;0.0;0.0;0.0;0.0;36.51396593515642;0.0;0.0;63.48603406484359;0.0;0;0.0;0.0;0.0
1962;1.0;2;54984;0.0;100.0;100.0;0.0;0.0;3375211.0;15.031968695130814;4.488411625377895;0.0;58.61055797696796;41.38944202303204;71.0;87.98;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1922;1.0;5;217603;0.0;100.0;136.17137631374567;0.0;0.0;42792072.0;17.57186343311811;7.454783604745361;0.0;27.633090540696415;72.36690945930359;54.0;1727.11;0.0;0.0;136.17137631374567;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1970;1.0;2;93397;0.0;100.0;100.0;0.0;0.0;16402563.0;16.61294822203779;6.413622878157807;0.0;34.62567404862277;65.37431985476904;1.0;609.1;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
2008;1.0;6;84103;24.650725895627982;75.34927410437203;75.34927410437203;24.650725895627982;0.0;3706100.25;15.125491006015494;4.22038966907276;0.0;75.89346780352204;24.106525450842835;74.0;67.06;0.0;0.0;0.0;0.0;0.0;24.650725895627982;0.0;0.0;75.34927410437203;0.0;0;0.0;0.0;0.0
1965;0.0;3;179014;0.0;100.0;100.0;0.0;0.0;16701055.0;16.630982508920763;6.068055149269695;0.0;59.19676331824546;40.80323069410884;48.0;430.84;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1908;1.0;7;76631;0.0;100.0;100.0;0.0;0.0;7258758.5;15.797719504432823;5.575001684790276;0.0;36.65560715375777;63.34438595801196;71.0;262.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
1929;1.0;2;58320;0.0;100.0;123.58024691358025;0.0;0.0;1049748.625;13.864062241318464;3.6903783302376723;0.0;34.465679819299595;65.5342606426372;96.0;39.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;123.58024691358025;0;0.0;0.0;0.0
2010;1.0;5;316306;0.0;100.0;82.7761724406113;47.65195728187261;4.786188058399145;13795954.0;16.43988599121853;4.940570419647969;0.0;93.29612870556106;6.703856797434958;96.0;138.85;0.0;0.0;0.0;0.0;82.7761724406113;47.65195728187261;0.0;0.0;0.0;0.0;0;4.786188058399145;0.0;0.0
1990;1.0;7;282863;15.826035925518713;84.17396407448129;83.35766784627187;18.219774236998123;0.0;19459304.0;16.783835919798648;6.268812152435704;0.0;56.42880135897974;43.57119350209031;37.0;526.85;0.0;0.0;0.0;0.0;0.0;18.219774236998123;0.0;0.0;83.35766784627187;0.0;0;0.0;0.0;0.0
2010;1.0;12;571329;0.0;100.0;104.8084378702989;54.381801028829265;4.586324166986097;39605888.0;17.49448837728937;6.427329527607229;0.0;81.31669462883903;18.68329527165254;91.0;617.52;0.0;0.0;0.0;0.0;104.8084378702989;54.381801028829265;0.0;0.0;0.0;0.0;0;4.586324166986097;0.0;0.0
2010;1.0;6;920598;32.99018681335393;67.00981318664607;79.25109548358785;20.097154241047665;0.6517502753644914;36667044.0;17.417388953217166;6.514846015317764;0.0;75.2644827327777;24.73550908548832;93.0;674.09;0.0;0.0;0.0;0.0;79.25109548358785;20.097154241047665;0.0;0.0;0.0;0.0;0;0.6517502753644914;0.0;0.0
1970;1.0;4;76213;34.02306693083857;65.97693306916142;63.69779433954837;28.150053140540326;3.156941729101334;3476212.5;15.061454184654979;3.907211448430924;0.0;84.70978111953742;15.290204496992057;68.0;48.76;0.0;0.0;0.0;0.0;63.69779433954837;28.150053140540326;0.0;0.0;0.0;0.0;0;3.156941729101334;0.0;0.0
2002;1.0;6;96910;38.11164998452172;61.88835001547828;61.88835001547828;38.11164998452172;0.0;5155568.5;15.455588144597986;5.031352535684977;0.0;51.14879183546878;48.85121786278274;56.0;152.14;0.0;0.0;0.0;0.0;0.0;38.11164998452172;0.0;0.0;61.88835001547828;0.0;0;0.0;0.0;0.0
1962;2.0;4;50017;0.0;100.0;100.0;0.0;0.0;5448975.0;15.51093825907765;5.258536496536192;0.0;39.05883216568254;60.94116783431747;53.0;191.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
1923;1.0;3;67743;0.0;100.0;100.0;0.0;0.0;2646879.0;14.788892145840842;4.380149874661021;0.0;50.54201570982278;49.45798429017722;34.0;78.85;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1908;1.0;6;194104;0.0;100.0;100.0;0.0;0.0;6219841.5;15.643255142851357;5.498110404253996;0.0;30.352750950325664;69.64725708846439;100.0;243.23;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
2003;1.0;3;99433;35.955869781662024;64.04413021833798;64.04413021833798;35.955869781662024;0.0;4897760.0;15.40428871987701;3.559340082758951;0.0;100.0;0.0;63.0;34.14;0.0;0.0;0.0;0.0;64.04413021833798;35.955869781662024;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
2001;1.0;4;51390;0.0;100.0;100.0;0.0;0.0;3611538.0;15.09964455525178;4.854293326261249;0.0;38.71727225353852;61.28272774646148;89.0;127.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
2002;1.0;3;69138;0.0;100.0;102.12762880037027;0.0;0.0;3242458.0;14.991842550528414;4.500031867864786;0.0;55.602539801594965;44.397429357604636;78.0;89.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;102.12762880037027;0.0;0;0.0;0.0;0.0
1904;1.0;5;190980;0.0;100.0;100.0;9.975390093203476;0.0;6505995.0;15.688234771198152;4.965568190726947;0.0;67.67466006352603;32.325324566034865;98.0;142.39;0.0;0.0;0.0;0.0;0.0;9.975390093203476;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
1954;4.0;5;285333;0.0;100.0;106.07290429077605;52.17237403314724;0.0;68090728.0;18.03635162381981;7.596643402621699;0.0;51.75037194491444;48.249611900169434;14.0;1990.5;0.0;0.0;106.07290429077605;0.0;0.0;52.17237403314724;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1996;1.0;4;162222;8.753436648543355;91.24656335145664;70.0903699868082;20.152630346068968;0.0;7946961.0;15.888300275232263;5.435467204695271;0.0;52.81845475270358;47.18154524729642;76.0;228.4;0.0;0.0;0.0;0.0;0.0;20.152630346068968;0.0;0.0;70.0903699868082;0.0;0;0.0;0.0;0.0
2001;1.0;4;139600;26.86246418338109;73.13753581661892;97.07736389684814;0.0;0.0;4448582.5;15.308096288862833;4.87052995943538;0.0;52.06822622711841;47.931762533346294;89.0;129.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.07736389684814;0.0;0;0.0;0.0;0.0
2007;1.0;3;64015;0.0;100.0;46.8640162461923;23.43200812309615;14.082636881980786;3242077.75;14.99172527154413;3.923556241241819;0.0;81.9654001203395;18.034607590764903;21.0;49.58;0.0;0.0;0.0;0.0;46.8640162461923;0.0;0.0;0.0;0.0;0.0;0;14.082636881980786;23.43200812309615;0.0
1951;1.0;1;530039;0.0;100.0;95.29544052418785;4.704559475812157;0.0;27717034.0;17.13755776408312;6.585440353035913;0.0;58.53631019827014;41.46368258595057;98.0;723.47;0.0;4.704559475812157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.29544052418785;0;0.0;0.0;0.0
1965;1.0;4;124342;0.0;100.0;98.11648517797687;0.0;0.0;8765978.0;15.986388764338583;4.209160236650682;0.0;98.71826052951536;1.2817280627443965;76.0;66.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.11648517797687;0;0.0;0.0;0.0
1953;6.0;10;879000;0.0;100.0;100.0;0.0;0.0;253832464.0;19.352185020745686;9.005346121182038;0.0;45.55808511554299;54.44190858108677;10.0;8145.52;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1996;1.0;3;55442;0.0;100.0;51.65037336315429;27.749720428555968;15.591068143284875;3191228.25;14.975916745362364;4.439115601658009;0.0;58.26424355575318;41.73574861027255;72.0;83.7;0.0;0.0;0.0;0.0;67.24144150643916;27.749720428555968;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1904;1.0;4;114297;0.0;100.0;100.0;0.0;0.0;2100097.75;14.55749492539759;4.254761283628006;0.0;43.44916802086951;56.55084388333829;61.0;69.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;100.0;0.0
1937;1.0;1;234144;0.0;100.0;100.0;0.0;0.0;6744317.0;15.72421093057707;5.698535399469211;0.0;19.52483846770548;80.47516153229452;87.0;297.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;100.0;0.0
1966;1.0;1;64984;0.0;100.0;100.67862858549796;0.0;0.0;2944296.25;14.895380721804624;3.604954219176175;0.0;88.77119617293945;11.22879533606715;72.0;35.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.67862858549796;0;0.0;0.0;0.0
1965;1.0;1;67745;0.0;100.0;100.05461657686914;0.0;0.0;9230223.0;16.037993874873614;5.913881312449602;0.0;28.429453979605913;71.57054602039409;37.0;369.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.05461657686914;0;0.0;0.0;0.0
1998;1.0;5;123920;24.20916720464816;75.79083279535183;100.0;24.20916720464816;0.0;9373179.0;16.0533629776411;5.738505910714586;0.0;43.52010134448515;56.47988798677589;79.0;309.6;0.0;0.0;0.0;0.0;0.0;24.20916720464816;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
1998;1.0;7;207656;26.16875987209616;73.83124012790384;68.18536425626999;0.0;0.0;11171988.0;16.22892022144235;5.826471972435803;0.0;49.50584443878744;50.49414661025414;76.0;338.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.18536425626999;0.0;0;0.0;0.0;0.0
1968;1.0;4;64893;0.0;100.0;100.0;0.0;0.0;6197825.0;15.63970914336364;5.343577497952901;0.0;42.28173593155663;57.71826406844337;70.0;208.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
1900;1.0;3;44558;0.0;100.0;77.23865523587234;17.218007989586606;5.543336774541047;1677002.25;14.332518978787965;3.3765631007037946;0.0;78.57097389106067;21.429011201386285;78.0;28.27;0.0;5.543336774541047;0.0;0.0;77.23865523587234;0.0;0.0;0.0;0.0;0.0;0;0.0;17.218007989586606;0.0
2005;1.0;9;168449;8.647721268751967;91.35227873124803;80.14651318796787;12.229220713687823;5.471092140647911;12726789.0;16.359219778484473;5.964530048367777;0.0;48.969406187216585;51.03058595534191;64.0;388.37;0.0;5.471092140647911;0.0;0.0;0.0;12.229220713687823;0.0;0.0;80.14651318796787;0.0;0;0.0;0.0;0.0
1916;0.0;4;79600;0.0;100.0;100.0;0.0;0.0;2411402.25;14.695719397429222;2.87976009730157;0.0;99.99998963258825;0.0;34.0;16.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;100.0;0.0
1990;6.0;5;597519;0.0;100.0;100.68550121418734;8.13480408154385;0.0;143423024.0;18.781309038094193;8.498485284694775;0.0;40.96617499851349;59.03382290977215;34.0;4906.33;0.0;0.0;100.68550121418734;0.0;0.0;8.13480408154385;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1991;1.0;3;75397;10.824038091701262;89.17596190829875;89.17596190829875;10.824038091701262;0.0;549181.375;13.216185860226977;2.363680192353857;0.0;77.0931097217199;22.90682199482821;91.0;9.63;0.0;0.0;0.0;0.0;0.0;10.824038091701262;0.0;0.0;0.0;0.0;0;0.0;89.17596190829875;0.0
2000;9.0;8;1158691;0.0;100.0;116.52649412138352;33.455942956318815;0.0;293090784.0;19.495992965405236;9.2813178062484;41.82152380471983;57.55336271508285;0.6251063151818517;29.0;10734.57;0.0;0.0;116.52649412138352;0.0;0.0;33.455942956318815;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1928;1.0;2;55653;0.0;100.0;99.725082205811;0.0;0.0;1377627.0;14.135873737652302;4.302442155331039;0.0;0.44554875884401224;99.55445124115599;98.0;72.88;99.725082205811;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1931;1.0;16;106860;0.0;100.0;100.0;0.0;0.0;11935719.0;16.295046142705484;6.153944725854957;0.0;29.84103429378657;70.1589573280001;49.0;469.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
1972;1.0;5;50759;0.0;100.0;92.75005417758427;7.24994582241573;0.0;3147042.0;14.961973839759995;3.9138213873695253;0.0;81.29961405027323;18.70038594972676;62.0;49.09;0.0;7.24994582241573;0.0;0.0;92.75005417758427;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1952;1.0;2;56772;0.0;100.0;100.0;0.0;0.0;2439484.75;14.707297816860034;4.449334754429963;0.0;39.972088368250716;60.027921879815;46.0;84.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0;0.0;0.0;0.0
1952;1.0;3;103000;0.0;100.0;100.0;0.0;0.0;4854429.5;15.3954023510764;5.016816153171337;0.0;48.171159968437074;51.82885033143442;42.0;149.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0;0.0;0.0;0.0
1913;1.0;9;107572;0.0;100.0;59.43368162718923;25.23240248391775;9.824117800171047;5572503.0;15.53335506205258;5.5446695029991275;55.20762393488169;44.79236709248968;0.0;76.0;254.87;0.0;0.0;0.0;0.0;25.23240248391775;0.0;0.0;0.0;59.43368162718923;9.824117800171047;0;0.0;0.0;0.0
1927;1.0;5;190000;20.526315789473685;79.47368421052632;77.23210526315789;5.160526315789474;0.0;28731502.0;17.17350474424078;6.49532597707234;0.0;65.2435121560996;34.75648088289989;1.0;661.04;0.0;0.0;0.0;0.0;82.39263157894736;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1961;1.0;4;122309;0.0;100.0;100.0;0.0;0.0;25453690.0;17.0523713199146;6.96708965702724;0.0;24.839357279828583;75.1606348627645;8.0;1060.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
2003;1.0;8;254273;15.259189925788425;84.74081007421158;108.93803117122147;0.0;0.0;26659244.0;17.098646552733936;6.6616501160305805;0.0;51.627653057228486;48.37233944068331;29.0;780.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;108.93803117122147;0.0;0;0.0;0.0;0.0
1914;1.0;4;56500;0.0;100.0;58.4070796460177;12.389380530973451;0.0;1380293.625;14.13780753072309;3.811539466849824;35.69978181272843;64.30023177133778;0.0;98.0;44.22;0.0;0.0;0.0;0.0;58.4070796460177;0.0;0.0;0.0;0.0;12.389380530973451;0;0.0;0.0;0.0
2008;1.0;4;203504;0.0;100.0;78.31393977513954;21.686060224860444;0.0;3785282.5;15.146631342973455;3.3101779832749867;0.0;99.99998679094625;0.0;72.0;26.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;21.686060224860444;78.31393977513954;0.0
1968;0.0;3;100734;26.53622411499593;73.46377588500407;100.0;0.0;0.0;9788717.0;16.096741055983074;4.237578730308009;0.0;99.9999897841566;0.0;20.0;68.24;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1981;1.0;4;77662;23.826324328500426;76.17367567149958;79.97218717004455;22.62367695913059;0.0;5007401.0;15.42642777568657;4.23685634351072;0.0;85.5953417751045;14.404638254455755;57.0;68.19;0.0;0.0;0.0;0.0;79.97218717004455;22.62367695913059;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1978;1.0;12;234000;9.311965811965813;90.68803418803418;74.26752136752137;12.762820512820513;10.843162393162393;18661606.0;16.741978869718228;5.012433676037635;0.0;97.77374466056136;2.226239263651799;39.0;149.27;0.0;0.0;0.0;12.762820512820513;74.26752136752137;10.843162393162393;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1989;1.0;25;369996;0.0;100.0;103.76922993762095;34.376587855003834;0.0;24755086.0;17.024541561213013;5.156638588216099;0.0;99.99999192085214;0.0;74.0;172.58;0.0;0.0;0.0;0.0;103.76922993762095;34.376587855003834;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
